change_date,change_type,listing_id,category,listing_type,property_type,title,price_prev,price_curr,price_delta,price_delta_pct,currency,price_period,area_size,area_unit,beds_min,beds_max,baths_min,city,area,community,sub_community,compound,latitude,longitude,developer,project_name,agency_name,agent_name,agent_phone,furnished,completion_status,permit_number,rera_number,amenities,share_url,first_seen_at,last_seen_at,days_on_market,scraped_at
2026-06-05,new,52597245,,,,IN GREAT LOCATION ADLIYA| 1 BDR| SPACIOUS| MODERN,,550.0,,,BHD,monthly,,,,,,,,,,,26.214487075805664,50.584754943847656,,,,Marie Sharpe,,YES,,,,,,2026-06-05T09:09:08.616835+00:00,2026-06-05T09:09:08.616835+00:00,0,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,52597287,,,,GREAT LOCATION ADLYIA| NEW TOWER| 3BDRS+ MAID ROOM,,900.0,,,BHD,monthly,,,,,,,,,,,26.214487075805664,50.584754943847656,,,,Marie Sharpe,,YES,,,,,,2026-06-05T09:09:08.616835+00:00,2026-06-05T09:09:08.616835+00:00,0,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,52597300,,,,BRAND NEW TOWER| 2 BHK+ MAID ROOM| BALCONIES,,750.0,,,BHD,monthly,,,,,,,,,,,26.214487075805664,50.584754943847656,,,,Marie Sharpe,,YES,,,,,,2026-06-05T09:09:08.616835+00:00,2026-06-05T09:09:08.616835+00:00,0,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,52906767,,,,Spacious 2BHK /Balcony/ Prime Location,,170.0,,,BHD,monthly,,,,,,,,,,,26.188888549804688,50.54999923706055,,,,A. Mhaout,,PARTLY,,,,,,2026-05-31T13:58:31.068517+00:00,2026-06-05T09:09:08.616835+00:00,4,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,53189489,,,,NEW ELEGANT ONE BED  W LARGE TERRACE + BALCONY,,400.0,,,BHD,monthly,,,,,,,,,,,26.226558685302734,50.5459098815918,,,,Marie Sharpe,,YES,,,,,,2026-05-31T13:58:31.068517+00:00,2026-06-05T09:09:08.616835+00:00,4,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,53242720,,,,Studio / 1st Floor /Unlimited Ewa/ Prime Location,,150.0,,,BHD,monthly,,,,,,,,,,,26.188888549804688,50.54999923706055,,,,A. Mhaout,,NO,,,,,,2026-05-31T13:58:31.068517+00:00,2026-06-05T09:09:08.616835+00:00,4,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,53600112,,,,INCLUSIVE | LUXURIOUS | QUIET AREA,,380.0,,,BHD,monthly,,,,,,,,,,,26.211111068725586,50.601112365722656,,,,Al Lagoon Real Estate ,,YES,,,,,,2026-06-05T09:09:08.616835+00:00,2026-06-05T09:09:08.616835+00:00,0,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,53601137,,,,New Spacious 5 BHK Apartment For sale in Hidd,,72000.0,,,BHD,sell,,,,,,,,,,,26.21263313293457,50.67418670654297,,,,A. Mhaout,,NO,,,,,,2026-06-05T09:09:08.616835+00:00,2026-06-05T09:09:08.616835+00:00,0,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,53986910,,,,275 to 300│SEAVIEW BALCONY│BRIGHT│2BATHS│SPACIOUS,,275.0,,,BHD,monthly,,,,,,,,,,,26.211111068725586,50.601112365722656,,,,Sahebaz Makki,,YES,,,,,,2026-05-31T21:39:42.444738+00:00,2026-06-05T09:09:08.616835+00:00,4,2026-06-05T09:09:08.616835+00:00
2026-06-05,new,54123162,,,,Semi furnished 2BR | 3 Bathrooms | Store room,,220.0,,,BHD,monthly,,,,,,,,,,,26.21263313293457,50.67418670654297,,,,Muhammad Usman,,PARTLY,,,,,,2026-06-05T09:09:08.616835+00:00,2026-06-05T09:09:08.616835+00:00,0,2026-06-05T09:09:08.616835+00:00
