change_date,change_type,listing_id,category,listing_type,property_type,title,price_prev,price_curr,price_delta,price_delta_pct,currency,price_period,area_size,area_unit,beds_min,beds_max,baths_min,city,area,community,sub_community,compound,latitude,longitude,developer,project_name,agency_name,agent_name,agent_phone,furnished,completion_status,permit_number,rera_number,amenities,share_url,first_seen_at,last_seen_at,days_on_market,scraped_at
2026-07-16,new,1001362,,,Villa,Fully Furnished | Sky Villa | Triplex | Low Price,,342000.0,,,BHD,sell,,,,,,,,Amwaj Beachfront,,,26.28470230102539,50.664039611816406,,,,Tariq Al Alaiwat,,YES,completed,,,,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-beachfront-1001362.html,2026-07-16T21:09:41.077970+00:00,2026-07-16T21:09:41.077970+00:00,0,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,51382412,,,Apartment,Brand New | Modern | First Tenant | Prime Location,,580.0,,,BHD,monthly,,,,,,,,,,,26.239999771118164,50.5369987487793,,,,Hamza Rajhi,,YES,,,,,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-2Pg83t7ZHxw.html,2026-07-16T21:09:41.077970+00:00,2026-07-16T21:09:41.077970+00:00,0,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,51877695,,,Apartment,Seaview | 10% Rental Yield | BD700/m Installment,,85000.0,,,BHD,sell,,,,,,,,,,,26.241750717163086,50.5663948059082,,,,Tariq Al Alaiwat,,YES,completed_primary,,,,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-reef-island-2QA4hpJiZgO.html,2026-07-16T21:09:41.077970+00:00,2026-07-16T21:09:41.077970+00:00,0,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52328867,,,Apartment,SPACIOUS | MODERN | FACILITIES | PRIME LOCATION,,480.0,,,BHD,monthly,,,,,,,,,,,26.239999771118164,50.5369987487793,,,,Hamza Rajhi,,YES,,,,,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-52328867.html,2026-07-16T21:09:41.077970+00:00,2026-07-16T21:09:41.077970+00:00,0,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52355258,,,Apartment,SPACIOUS | FULL OF AMENITIES | REEF | BRIGHT,,650.0,,,BHD,monthly,,,,,,,,,,,26.241750717163086,50.5663948059082,,,,Hamza Rajhi,,YES,,,,,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-52355258.html,2026-07-16T21:09:41.077970+00:00,2026-07-16T21:09:41.077970+00:00,0,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52544148,,,Apartment,AFFORDABLE | 5 STAR FACILITIES | PRIME LOCATION,,270.0,,,BHD,monthly,,,,,,,,,,,26.239999771118164,50.5369987487793,,,,Hamza Rajhi,,YES,,,,,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-52544148.html,2026-07-16T21:09:41.077970+00:00,2026-07-16T21:09:41.077970+00:00,0,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52726832,,,Shop,Shops for Rent in a Premium Location – Zinj,,1000.0,,,BHD,monthly,,,,,,,,,,,26.2102108001709,50.56403350830078,,,,Abbas  Altaraifi,,NO,,,,,https://www.propertyfinder.bh/en/plp/commercial-rent/shop-for-rent-capital-governorate-manama-zinj-52726832.html,2026-05-31T13:58:31.068517+00:00,2026-07-16T21:09:41.077970+00:00,46,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52752881,,,Villa,Luxury Beachfront Villa for Rent in Tubli,,1250.0,,,BHD,monthly,,,,,,,,,,,26.207796096801758,50.57180404663086,,,,Abbas  Altaraifi,,PARTLY,,,,,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-manama-bu-ghazal-52752881.html,2026-05-31T13:58:31.068517+00:00,2026-07-16T21:09:41.077970+00:00,46,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52805161,,,Villa,Luxury Villa | Maid & Driver Rooms | Compound,,1500.0,,,BHD,monthly,,,,,,,,,,,26.19164276123047,50.48757553100586,,,,Ebrahim Alsaleem,,PARTLY,,,,,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-52805161.html,2026-05-31T13:58:31.068517+00:00,2026-07-16T21:09:41.077970+00:00,46,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52880513,,,Apartment,1 BHK Sea View Apartment for Rent – Reef Island,,550.0,,,BHD,monthly,,,,,,,,,,,26.241750717163086,50.5663948059082,,,,Abbas  Altaraifi,,YES,,,,,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-52880513.html,2026-05-31T13:58:31.068517+00:00,2026-07-16T21:09:41.077970+00:00,46,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52931210,,,Land,Open Sea | Sandy Beach | BD39/SQft | Boat Dock,,337096.0,,,BHD,sell,,,,,,,,Amwaj Avenue,,,26.29302978515625,50.66474151611328,,,,Tariq Al Alaiwat,,,,,,,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-52931210.html,2026-05-31T13:58:31.068517+00:00,2026-07-16T21:09:41.077970+00:00,46,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52931228,,,Land,Drawings Ready | Waterfront | 3 Plots Available,,130000.0,,,BHD,sell,,,,,,,,Najma,,,26.29715919494629,50.669647216796875,,,,Tariq Al Alaiwat,,,,,,,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-amwaj-islands-najma-52931228.html,2026-05-31T13:58:31.068517+00:00,2026-07-16T21:09:41.077970+00:00,46,2026-07-16T21:09:41.077970+00:00
2026-07-16,new,52931238,,,Villa,Corner Plot | Princess Type | Spacious | Docking,,270000.0,,,BHD,sell,,,,,,,,Al Marsa Floating City,,,26.2847957611084,50.669620513916016,,,,Tariq Al Alaiwat,,YES,completed,,,,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-52931238.html,2026-05-31T13:58:31.068517+00:00,2026-07-16T21:09:41.077970+00:00,46,2026-07-16T21:09:41.077970+00:00
